DateTime,Open,High,Low,Close,Volume
2021-01-07 16:00:00,3785.5,3789.0,3782.25,3786.25,53829
2021-01-07 18:00:00,3788.0,3791.75,3783.0,3789.75,8714
2021-01-07 19:00:00,3789.75,3794.0,3786.75,3793.75,10803
2021-01-07 20:00:00,3794.0,3801.5,3792.25,3799.75,14468
2021-01-07 21:00:00,3799.75,3804.0,3798.75,3799.75,10622
2021-01-07 22:00:00,3799.75,3804.0,3797.75,3802.5,7339
2021-01-07 23:00:00,3802.75,3803.25,3796.75,3800.75,6743
2021-01-08 00:00:00,3801.0,3806.0,3800.75,3802.75,7762
2021-01-08 01:00:00,3803.0,3806.5,3801.5,3802.25,8644
2021-01-08 02:00:00,3802.5,3808.0,3801.75,3804.25,10293
2021-01-08 03:00:00,3804.0,3806.5,3795.25,3797.0,22813
2021-01-08 04:00:00,3797.0,3797.75,3788.75,3797.25,19759
2021-01-08 05:00:00,3797.5,3799.25,3794.0,3796.0,11572
2021-01-08 06:00:00,3796.0,3801.0,3793.5,3796.5,11412
2021-01-08 07:00:00,3796.25,3800.75,3795.25,3797.0,9621
2021-01-08 08:00:00,3797.0,3802.5,3791.5,3795.5,41619
2021-01-08 09:00:00,3795.5,3806.75,3795.0,3799.75,170719
2021-01-08 10:00:00,3800.0,3805.0,3783.25,3800.25,220224
2021-01-08 11:00:00,3800.25,3803.25,3790.5,3797.25,156415
2021-01-08 12:00:00,3797.25,3801.5,3790.5,3792.5,95670
2021-01-08 13:00:00,3792.5,3794.0,3765.25,3777.0,230484
2021-01-08 14:00:00,3777.0,3795.25,3776.0,3794.5,180629
2021-01-08 15:00:00,3794.5,3809.5,3794.0,3807.25,237421
2021-01-08 16:00:00,3807.5,3814.75,3807.0,3812.25,52599
2021-01-10 18:00:00,3805.75,3811.0,3798.0,3800.0,13879
2021-01-10 19:00:00,3799.75,3804.0,3794.25,3798.5,11681
2021-01-10 20:00:00,3798.25,3798.75,3789.0,3790.0,15302
2021-01-10 21:00:00,3790.0,3791.25,3782.25,3790.75,15991
2021-01-10 22:00:00,3790.5,3791.0,3784.25,3786.5,9621
2021-01-10 23:00:00,3786.75,3790.0,3780.75,3783.25,10125
2021-01-11 00:00:00,3783.25,3788.0,3782.0,3784.0,7180
2021-01-11 01:00:00,3784.0,3784.25,3780.25,3781.75,8662
2021-01-11 02:00:00,3781.75,3788.0,3780.75,3785.75,10190
2021-01-11 03:00:00,3785.75,3794.75,3781.5,3787.25,20697
2021-01-11 04:00:00,3787.0,3791.25,3783.0,3783.0,11260
2021-01-11 05:00:00,3783.0,3790.25,3782.0,3790.25,10117
2021-01-11 06:00:00,3790.25,3791.0,3784.75,3789.25,9688
2021-01-11 07:00:00,3789.25,3790.5,3781.25,3786.5,15555
2021-01-11 08:00:00,3786.5,3786.5,3771.75,3773.0,43839
2021-01-11 09:00:00,3773.25,3787.0,3766.75,3785.0,229552
2021-01-11 10:00:00,3785.0,3793.5,3783.0,3789.75,162476
2021-01-11 11:00:00,3790.0,3794.25,3780.25,3792.75,97965
2021-01-11 12:00:00,3792.75,3800.75,3791.5,3797.25,86033
2021-01-11 13:00:00,3797.25,3799.5,3782.5,3786.75,92763
2021-01-11 14:00:00,3787.0,3790.5,3777.75,3789.75,111470
2021-01-11 15:00:00,3790.0,3791.25,3775.75,3782.5,215387
2021-01-11 16:00:00,3782.5,3788.75,3779.5,3782.0,45884
2021-01-11 18:00:00,3784.5,3788.75,3781.0,3787.5,6971
2021-01-11 19:00:00,3787.5,3794.75,3784.25,3792.25,12270
2021-01-11 20:00:00,3792.5,3794.25,3779.0,3787.5,13616
2021-01-11 21:00:00,3787.75,3789.0,3784.0,3788.5,6269
2021-01-11 22:00:00,3788.5,3790.0,3781.75,3784.25,5547
2021-01-11 23:00:00,3784.25,3784.75,3778.0,3781.0,5248
2021-01-12 00:00:00,3780.75,3787.25,3779.25,3786.25,6325
2021-01-12 01:00:00,3786.0,3789.25,3784.0,3787.5,4302
2021-01-12 02:00:00,3787.5,3794.25,3784.5,3789.75,8185
2021-01-12 03:00:00,3789.75,3793.25,3784.25,3787.5,13549
2021-01-12 04:00:00,3787.5,3797.0,3786.5,3792.75,15960
2021-01-12 05:00:00,3793.0,3794.5,3790.75,3791.25,7208
2021-01-12 06:00:00,3791.5,3793.25,3788.5,3790.25,8807
2021-01-12 07:00:00,3790.5,3794.75,3789.25,3791.75,11698
2021-01-12 08:00:00,3791.5,3792.25,3776.25,3780.75,31084
2021-01-12 09:00:00,3780.75,3787.25,3771.75,3782.75,145968
2021-01-12 10:00:00,3782.5,3792.0,3777.25,3786.0,154532
2021-01-12 11:00:00,3786.25,3793.5,3773.0,3777.5,139362
2021-01-12 12:00:00,3777.5,3778.0,3758.25,3774.75,190106
2021-01-12 13:00:00,3774.5,3786.25,3772.25,3783.5,94123
2021-01-12 14:00:00,3783.5,3789.25,3776.0,3782.0,116978
2021-01-12 15:00:00,3782.25,3789.75,3780.5,3783.0,156830
2021-01-12 16:00:00,3782.75,3786.75,3780.75,3782.75,40478
2021-01-12 18:00:00,3782.25,3787.0,3780.75,3786.75,5890
2021-01-12 19:00:00,3786.75,3789.0,3784.5,3785.25,5802
2021-01-12 20:00:00,3785.0,3789.75,3784.0,3789.5,8157
2021-01-12 21:00:00,3789.25,3792.5,3787.75,3790.75,7184
2021-01-12 22:00:00,3790.75,3795.25,3790.25,3794.75,5852
2021-01-12 23:00:00,3795.0,3795.25,3791.75,3792.0,4396
2021-01-13 00:00:00,3792.0,3792.5,3787.25,3789.0,6499
2021-01-13 01:00:00,3789.0,3791.0,3787.75,3790.75,6870
2021-01-13 02:00:00,3791.0,3792.0,3788.5,3790.5,7609
2021-01-13 03:00:00,3790.25,3791.75,3786.75,3788.0,11113
2021-01-13 04:00:00,3788.0,3792.5,3786.75,3789.75,8847
2021-01-13 05:00:00,3790.0,3790.5,3777.25,3781.75,20754
2021-01-13 06:00:00,3781.75,3783.75,3773.75,3779.5,15356
2021-01-13 07:00:00,3779.5,3781.25,3766.75,3770.25,34887
2021-01-13 08:00:00,3770.25,3778.75,3769.0,3777.5,27252
2021-01-13 09:00:00,3777.5,3787.75,3776.75,3783.0,144748
2021-01-13 10:00:00,3783.0,3792.5,3773.0,3792.25,145067
2021-01-13 11:00:00,3792.0,3794.0,3786.75,3790.5,86779
2021-01-13 12:00:00,3790.5,3798.25,3785.75,3796.25,116517
2021-01-13 13:00:00,3796.25,3798.75,3794.25,3797.75,60126
2021-01-13 14:00:00,3797.75,3803.75,3793.5,3798.75,98213
2021-01-13 15:00:00,3798.75,3800.5,3791.0,3792.75,152855
2021-01-13 16:00:00,3792.75,3797.75,3792.0,3796.0,30874
2021-01-13 18:00:00,3798.75,3801.5,3796.5,3796.75,6547
2021-01-13 19:00:00,3796.75,3803.75,3795.5,3802.25,7911
2021-01-13 20:00:00,3802.5,3806.25,3801.0,3806.0,8490
2021-01-13 21:00:00,3806.0,3806.75,3800.75,3802.0,12134
2021-01-13 22:00:00,3802.0,3808.0,3801.25,3804.25,10620
2021-01-13 23:00:00,3804.25,3805.0,3802.0,3804.0,3592
2021-01-14 00:00:00,3803.75,3803.75,3796.25,3801.0,10648
2021-01-14 01:00:00,3801.25,3804.25,3800.75,3801.0,4654
2021-01-14 02:00:00,3801.0,3802.25,3797.0,3801.25,5780
2021-01-14 03:00:00,3801.25,3805.0,3797.75,3803.5,11650
2021-01-14 04:00:00,3803.5,3805.0,3801.75,3802.25,12270
2021-01-14 05:00:00,3802.5,3802.5,3794.75,3798.25,12456
2021-01-14 06:00:00,3798.25,3799.5,3794.5,3799.25,10967
2021-01-14 07:00:00,3799.5,3800.0,3797.0,3799.25,9507
2021-01-14 08:00:00,3799.25,3800.75,3796.5,3799.75,22453
2021-01-14 09:00:00,3799.75,3804.0,3797.0,3803.0,133093
2021-01-14 10:00:00,3802.75,3806.25,3798.5,3802.5,156893
2021-01-14 11:00:00,3802.5,3803.75,3797.0,3799.0,90349
2021-01-14 12:00:00,3799.0,3803.0,3793.25,3801.75,99775
2021-01-14 13:00:00,3801.75,3802.5,3796.0,3797.5,61413
2021-01-14 14:00:00,3797.5,3800.5,3791.75,3794.25,79276
2021-01-14 15:00:00,3794.25,3796.0,3776.5,3780.5,294349
2021-01-14 16:00:00,3780.5,3784.25,3777.75,3780.0,47523
2021-01-14 18:00:00,3783.25,3788.0,3782.25,3785.25,9834
2021-01-14 19:00:00,3785.25,3786.5,3775.5,3778.25,19371
2021-01-14 20:00:00,3778.25,3780.5,3767.5,3772.75,19566
2021-01-14 21:00:00,3772.75,3778.5,3771.25,3778.25,7814
2021-01-14 22:00:00,3778.25,3778.75,3766.25,3767.5,10598
2021-01-14 23:00:00,3767.25,3771.0,3765.75,3768.5,9464
2021-01-15 00:00:00,3768.5,3768.5,3755.5,3756.5,18750
